actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_qdd_0 actual_qdd_1 actual_qdd_2 actual_qdd_3 actual_qdd_4 actual_qdd_5 timestamp
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3404.825
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3404.875
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3404.925
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3404.975
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3405.025
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3405.075
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3405.125
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3405.175
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3405.225
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3405.275
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3405.325
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.04411978543027667 -0.010381751793991574 0.011729076815889429 -0.0013473227330428029 -1.5538868658268252e-09 0.044119785353603246 2.467556570850474 -0.5806365467639574 0.6559905104886731 -0.07535383571232247 -8.690667256731458e-08 2.4675565665622385 3405.375
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.16409858968710048 -0.038613760499080906 0.04362498468767038 -0.0050112156754500165 -5.779507781570182e-09 0.16409858940192226 4.406351019375847 -1.0368509763642095 1.1714116258726306 -0.13456042091486156 -1.5519048672734747e-07 4.406351011718283 3405.425
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.3423785389767899 -0.08056451264623053 0.09102002978044807 -0.01045549937223522 -1.20584791985847e-08 0.34237853838178844 5.855550910192791 -1.3778597419239942 1.5566758939374068 -0.1788158482379716 -2.0623091347323065e-07 5.855550900016741 3405.475
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.5627523651821004 -0.13242030349479048 0.14960557163124272 -0.017185238941872485 -1.9819985533505422e-08 0.562752364204123 6.854323807917984 -1.6128792965665484 1.8221958624685366 -0.2093162103120069 -2.414074237980961e-07 6.854323796006219 3405.525
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 0.8103634058622247 -0.19068523703249834 0.21543202314898954 -0.024746744076296383 -2.8540779168247815e-08 0.8103634044539372 7.441837277168096 -1.7511260934151098 1.978384079251554 -0.22725759976732177 -2.6209948869507576e-07 7.441837264235324 3405.575
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 1.0717056042527922 -0.25218122597547904 0.28490885061453863 -0.03272756904090196 -3.774518045000773e-08 1.071705602390332 7.657258882559804 -1.8018165855929156 2.0356530920719935 -0.23383610923427056 -2.6968657915730165e-07 7.6572588692526615 3405.625
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 1.3346235092658694 -0.31404799176824516 0.35480457368065527 -0.04075651267454479 -4.700507769126147e-08 1.3346235069464982 7.539756188709781 -1.774167226223203 2.00441544871539 -0.23024783134320756 -2.655481661779057e-07 7.539756175606841 3405.6749999999997
3.3477777180732176 -1.3056645702871865 1.5899193464519294 -1.8550511782146855 -1.5707962785952745 1.776981393646821 1.5883122754899601 -0.37374306458369666 0.42224676537201944 -0.048503618389540905 -5.593992716976571e-08 1.5883122727297168 7.128496760234704 -1.6773944684292106 1.8950836969672782 -0.21768885872448718 -2.5106372075001996e-07 7.1284967478464685 3405.725
