actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 timestamp
2.9324983308949033 -1.0291749302367164 1.1866811110291664 -1.7283024868423502 -1.5707961042216256 1.3617020096521362 6897.860000000065
2.932498330894905 -1.0291749302367164 1.1866811110291664 -1.7283024868423502 -1.5707961042216256 1.361702009652137 6897.910000000065
2.932498331066968 -1.02899316614058 1.187177317791522 -1.7289804577684789 -1.5707961049487396 1.3617020098060773 6897.9600000000655
2.9324983321209026 -1.0278798092965926 1.1902167254998914 -1.7331332227351297 -1.5707961094025198 1.3617020107490045 6898.010000000066
2.9324983345564366 -1.0253069571476385 1.197240481357016 -1.742729831698599 -1.5707961196947438 1.3617020129280115 6898.060000000066
2.932498338520548 -1.0211193442357425 1.2086724521872316 -1.758349416998974 -1.5707961364465222 1.3617020164745965 6898.110000000066
2.9324983438780166 -1.0154598147822418 1.224122680512149 -1.779459176883374 -1.5707961590864334 1.3617020212677808 6898.160000000066
2.932498350281973 -1.0086947952679577 1.2425908406263362 -1.8046923590291941 -1.570796186148655 1.3617020269972302 6898.210000000066
2.932498357244448 -1.001339767013368 1.262669694672999 -1.832126244067345 -1.5707962155710988 1.3617020332263712 6898.260000000067
2.932498364206923 -0.9939847387587781 1.2827485487196617 -1.8595601291054957 -1.5707962449935424 1.3617020394555122 6898.310000000067
2.9324983706108796 -0.987219719244494 1.3012167088338489 -1.8847933112513158 -1.570796272055764 1.3617020451849615 6898.360000000067
2.9324983759683483 -0.9815601897909932 1.3166669371587663 -1.9059030711357159 -1.5707962946956753 1.3617020499781458 6898.410000000067
2.9324983799324595 -0.9773725768790973 1.3280989079889816 -1.9215226564360908 -1.5707963114474537 1.3617020535247308 6898.460000000067
2.9324983823679935 -0.9747997247301432 1.3351226638461064 -1.9311192653995601 -1.5707963217396776 1.3617020557037378 6898.5100000000675
2.9324983834219283 -0.9736863678861557 1.3381620715544758 -1.9352720303662112 -1.5707963261934579 1.361702056646665 6898.560000000068
2.932498383593991 -0.9735046037900195 1.3386582783168315 -1.9359500012923396 -1.5707963269205718 1.3617020568006053 6898.610000000068
2.932498383593991 -0.9735046037900195 1.3386582783168315 -1.9359500012923396 -1.5707963269205718 1.3617020568006053 6898.660000000068
2.932498383593991 -0.9735046037900195 1.3386582783168315 -1.9359500012923396 -1.5707963269205718 1.3617020568006053 6898.710000000068
2.932498383593991 -0.9735046037900195 1.3386582783168315 -1.9359500012923396 -1.5707963269205718 1.3617020568006053 6898.760000000068
2.932498383593991 -0.9735046037900195 1.3386582783168315 -1.9359500012923396 -1.5707963269205718 1.3617020568006053 6898.810000000069
2.932498383593991 -0.9735046037900195 1.3386582783168315 -1.9359500012923396 -1.5707963269205718 1.3617020568006053 6898.860000000069
2.932498383593991 -0.9735046037900195 1.3386582783168315 -1.9359500012923396 -1.5707963269205718 1.3617020568006053 6898.910000000069
