actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 timestamp
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.0 0.0 0.0 0.0 0.0 0.0 2987.462
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.0 0.0 0.0 0.0 0.0 0.0 2987.512
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.0 0.0 0.0 0.0 0.0 0.0 2987.5620000000004
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.023855026961953952 -0.012228570222165724 0.01852545001703213 -0.006296880079673455 -5.860726155913123e-09 0.023855026931807584 2987.6120000000005
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.0900454242221021 -0.04615910914881168 0.06992790275816863 -0.02376879468441637 -2.212244713872839e-08 0.09004542410830879 2987.6620000000007
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.1908596891870291 -0.0978385442836296 0.14821872295259747 -0.050380180947656755 -4.689059351355471e-08 0.19085968894583358 2987.712000000001
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.31905368305686005 -0.16355338328160263 0.24777222292167708 -0.08421884344928154 -7.838541823549437e-08 0.31905368265366163 2987.762000000001
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.46785063082526024 -0.23982971394900535 0.36332566257893634 -0.12349595421563654 -1.149419966496431e-07 0.4678506302340223 2987.8120000000013
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.6309411212794351 -0.3234332042434036 0.48997924943007437 -0.1665460527195265 -1.5501022649108997e-07 0.6309411204820945 2987.8620000000014
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.8024831070001307 -0.4113691022736548 0.6231961385729607 -0.21182704588021495 -1.971548278849174e-07 0.8024831059860069 2987.9120000000016
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.9771019043616339 -0.5008822362999081 0.7588024326976361 -0.25792020806342475 -2.400553433462015e-07 0.9771019031268388 2987.962000000002
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 1.1498901935317707 -0.5894570147336031 0.8929871820863104 -0.303530181081337 -2.8250613778001143e-07 1.149890192078617 2988.012000000002
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 1.316408018471908 -0.6748174261374718 1.022302384613365 -0.3474849741925923 -3.234163984814099e-07 1.3164080168083205 2988.062000000002
3.712302100445105 -0.8255991797814494 0.8431504756584648 -1.5883476227577187 -1.5707963268629916 2.1415057736482686 1.472682786936953 -0.7549270392255368 1.1436629857453509 -0.3887359641022898 -3.6181013513545295e-07 1.4726827850758764 2988.1120000000024
3.7137951763049775 -0.8263645607231098 0.8443099755935445 -1.588741741768964 -1.5707963272298118 2.142998849506254 1.6152092704753542 -0.8279890028631134 1.2543468785409906 -0.42635789496198784 -3.968261798171904e-07 1.6152092684341623 2988.1620000000025
3.717625071132552 -0.8283278424212271 0.8472842134894762 -1.5897526980125036 -1.5707963281707442 2.146828744328989 1.740949604429098 -0.8924460460668061 1.351994903651175 -0.45954887836970326 -4.277181869916645e-07 1.7409496022290039 2988.2120000000027
3.724651864131218 -0.8319299189042199 0.8527411137346294 -1.5916075218585575 -1.5707963298970935 2.153855537318775 1.8473332879337134 -0.9469804780045131 1.4346108493189675 -0.4876303933699122 -4.538546335139122e-07 1.8473332855991786 2988.262000000003
3.7355408995903905 -0.837511859137468 0.8611973725539686 -1.5944818405746537 -1.5707963325723222 2.164744572764187 1.9322571839182703 -0.9905141879954236 1.5005614513796028 -0.5100472864535499 -4.7471881862896305e-07 1.9322571814764145 2988.312000000003
3.7507757692131087 -0.845321562027516 0.8730285398866147 -1.5985033051991422 -1.5707963363152397 2.179979442367652 1.9940855191053761 -1.0222086455100163 1.5485763932604824 -0.5263677715580098 -4.8990886397184e-07 1.9940855165853857 2988.3620000000033
3.7706712944436314 -0.8555204114262757 0.8884791012634048 -1.6037550174147068 -1.5707963412031918 2.1998749675730322 2.0316498840111787 -1.0414649001700633 1.57774830598118 -0.5362834300671445 -4.991377135675594e-07 2.0316498814437174 2988.4120000000034
3.795386508795039 -0.8681899311352279 0.9076725596844525 -1.6102789564218791 -1.5707963472752495 2.2245901818932063 2.0442492329453703 -1.047923581748627 1.5875327681534408 -0.5396092108112658 -5.022331338311314e-07 2.044249230361986 2988.4620000000036
3.824937640176829 -0.8833384399096261 0.9306215174967081 -1.6180794058125498 -1.5707963545354002 2.2541413132376515 2.0316498840111787 -1.0414649001700629 1.5777483059811797 -0.5362834300671443 -4.991377135675594e-07 2.0316498814437174 2988.512000000004
3.859211093222516 -0.9009077064626979 0.9572377582715189 -1.6271263804434823 -1.5707963629557353 2.288414766240026 1.9940855191053752 -1.022208645510015 1.548576393260481 -0.5263677715580095 -4.899088639718398e-07 1.9940855165853837 2988.562000000004
3.8979764316172294 -0.9207796044698482 0.9873423286821899 -1.6373590533098255 -1.5707963724796412 2.3271801045857505 1.93225718391827 -0.9905141879954228 1.5005614513796024 -0.5100472864535496 -4.7471881862896284e-07 1.9322571814764147 2988.612000000004
3.9408993604253117 -0.9427827675728616 1.0206756203815437 -1.648689182418626 -1.570796383024988 2.37010303333959 1.847333287933714 -0.9469804780045132 1.434610849318969 -0.4876303933699126 -4.538546335139122e-07 1.8473332855991806 2988.6620000000044
3.987554708417918 -0.9666992443841051 1.0569074518794808 -1.6610045376623415 -1.5707963944873191 2.416758381273236 1.7409496044290982 -0.8924460460668051 1.3519949036511745 -0.459548878369703 -4.2771818699166425e-07 1.7409496022290025 2988.7120000000045
4.037439410400611 -0.9922711534907303 1.0956471504205398 -1.6741723276923528 -1.570796406743041 2.4666430831928885 1.6152092704753565 -0.8279890028631129 1.2543468785409924 -0.42635789496198845 -3.9682617981719086e-07 1.6152092684341646 2988.7620000000047
4.089985489540965 -1.0192073384588758 1.1364536338614584 -1.6880426267924775 -1.5707964196526127 2.519189162266838 1.4726827869369519 -0.754927039225535 1.1436629857453502 -0.38873596410228994 -3.6181013513545295e-07 1.472682785075875 2988.812000000005
4.144573039696158 -1.0471900228378708 1.1788454925487324 -1.7024518017524817 -1.570796433063735 2.5737767123530473 1.3164080184719056 -0.6748174261374696 1.022302384613363 -0.3474849741925921 -3.2341639848140956e-07 1.3164080168083183 2988.862000000005
4.200543207740575 -1.0758814651644362 1.222311071196177 -1.7172259387415933 -1.5707964468145401 2.6297468803267323 1.149890193531769 -0.5894570147336013 0.8929871820863102 -0.3035301810813369 -2.8250613778001143e-07 1.149890192078617 2988.9120000000053
4.257211175893402 -1.104930613966888 1.2663185507624877 -1.7321842701820154 -1.5707964607367817 2.6864148484079466 0.9771019043616311 -0.500882236299905 0.7588024326976346 -0.25792020806342425 -2.400553433462015e-07 0.9771019031268355 2988.9620000000054
4.313879144046229 -1.1339797627693398 1.310326030328798 -1.7471426016224372 -1.570796474659023 2.743082816489161 0.8024831070001325 -0.41136910227365375 0.6231961385729613 -0.21182704588021573 -1.9715482788491798e-07 0.8024831059860078 2989.0120000000056
4.369849312090646 -1.1626712050959052 1.353791608976243 -1.761916738611549 -1.5707964884098282 2.799052984462847 0.6309411212794366 -0.32343320424340394 0.4899792494300768 -0.16654605271952724 -1.5501022649109065e-07 0.6309411204820976 2989.062000000006
4.424436862245839 -1.1906538894749001 1.3961834676635165 -1.776325913571553 -1.5707965018209504 2.853640534549055 0.46785063082526435 -0.23982971394900335 0.3633256625789371 -0.12349595421563694 -1.149419966496436e-07 0.4678506302340229 2989.112000000006
4.476982941386193 -1.2175900744430457 1.4369899511044353 -1.7901962126716777 -1.570796514730522 2.906186613623005 0.3190536830568661 -0.16355338328160324 0.24777222292168313 -0.08421884344928322 -7.83854182354961e-08 0.319053682653669 2989.162000000006
4.526867643368886 -1.2431619835496708 1.4757296496454944 -1.803364002701689 -1.570796526986244 2.956071315542658 0.19085968918702817 -0.09783854428362641 0.14821872295259736 -0.05038018094765664 -4.689059351355486e-08 0.19085968894583213 2989.2120000000064
4.573522991361491 -1.267078460360914 1.5119614811434312 -1.8156793579454045 -1.5707965384485751 3.0027266634763032 0.09004542422210522 -0.04615910914881005 0.06992790275817184 -0.023768794684417095 -2.2122447138728622e-08 0.0900454241083121 2989.2620000000065
4.616445920169575 -1.289081623463928 1.5452947728427855 -1.8270094870542053 -1.570796548993922 3.0456495922301436 0.023855026961955853 -0.01222857022216262 0.018525450017031635 -0.0062968800796737905 -5.860726155913487e-09 0.023855026931808583 2989.3120000000067
4.655211258564289 -1.3089535214710786 1.575399343253457 -1.8372421599205484 -1.5707965585178278 3.0844149305758686 0.0 3.552713678800501e-15 0.0 0.0 0.0 0.0 2989.362000000007
4.689484711609975 -1.3265227880241497 1.602015584028267 -1.8462891345514807 -1.570796566938163 3.118688383578242 0.0 0.0 0.0 0.0 0.0 0.0 2989.412000000007
4.719035842991765 -1.3416712967985478 1.6249645418405225 -1.8540895839421516 -1.5707965741983136 3.1482395149226874 1.175851356686474e-07 0.009951559092265838 0.017136165030307775 -0.027087722603038517 3.111292235389471e-08 1.1774543002974058e-07 2989.4620000000073
4.743751057343172 -1.3543408165075 1.6441580002615697 -1.8606135229493235 -1.5707965802703714 3.1729547292428615 4.0554873322451856e-07 0.034322724216182175 0.059102283471877834 -0.09342500244721448 1.073078342409838e-07 4.0610158520461547e-07 2989.5120000000074
4.7636465825736956 -1.3645396659062594 1.65960856163836 -1.8658652351648883 -1.5707965851583234 3.192850254448242 7.775017134008522e-07 0.06580214583457411 0.11330851979223919 -0.1791106555792751 2.057262620951406e-07 7.785616189721624e-07 2989.5620000000076
4.778881452196413 -1.3723493687963073 1.6714397289710057 -1.8698866997893768 -1.570796588901241 3.2080851240517068 1.1614531768086803e-06 0.09829703266646254 0.16926334438099924 -0.26756036203817635 3.0731947794459265e-07 1.163036492538662e-06 2989.612000000008
4.789770487655584 -1.3779313090295555 1.6798959877903443 -1.8727610185054726 -1.5707965915764697 3.218974159497118 1.4998104039368294e-06 0.1269331516870643 0.2185735335498441 -0.3455066658550832 3.968484994119224e-07 1.5018549748691404e-06 2989.662000000008
4.7967972806542525 -1.3815333855125485 1.6853528880354989 -1.8746158423515267 -1.570796593302819 3.2260009524869053 1.7493788551519177e-06 0.14805482812779175 0.2549441695325381 -0.402998975053369 4.628840897140663e-07 1.7517636426873653e-06 2989.712000000008
4.800627175481825 -1.383496667210665 1.688327125931429 -1.875626798595066 -1.5707965942437514 3.229830847309638 1.881362170698358e-06 0.15922494547625338 0.2741786404849244 -0.4334035616486164 4.978067576623154e-07 1.8839268804758495e-06 2989.7620000000084
4.802120251341698 -1.3842620481523258 1.6894866258665089 -1.8760209176063116 -1.5707965946105715 3.2313239231676256 1.8813621706983582e-06 0.15922494547625346 0.27417864048492446 -0.43340356164861626 4.978067576623155e-07 1.883926880475849e-06 2989.8120000000085
4.802344304678834 -1.3843769024331887 1.689660622270071 -1.8760800597316858 -1.5707965946656173 3.231547976504478 1.7493788551519179e-06 0.1480548281277918 0.25494416953253835 -0.40299897505336935 4.6288408971406676e-07 1.751763642687367e-06 2989.8620000000087
4.802344304678834 -1.384376902433189 1.6896606222700719 -1.8760800597316862 -1.5707965946656173 3.2315479765044763 1.499810403936832e-06 0.1269331516870645 0.2185735335498444 -0.3455066658550835 3.968484994119231e-07 1.5018549748691423e-06 2989.912000000009
4.802344307386492 -1.384147745783343 1.6900552203559738 -1.8767038144324433 -1.5707965939491735 3.2315479792158253 1.1614531768086823e-06 0.09829703266646278 0.16926334438099966 -0.267560362038177 3.0731947794459286e-07 1.163036492538664e-06 2989.962000000009
4.802344324132375 -1.3827304948337065 1.6924956667159023 -1.8805615115256038 -1.5707965895182276 3.2315479959845366 7.775017134008516e-07 0.06580214583457385 0.11330851979223901 -0.1791106555792753 2.057262620951401e-07 7.785616189721627e-07 2990.0120000000093
4.802344363315421 -1.3794143239348313 1.6982059731377366 -1.8895879883399567 -1.5707965791504284 3.2315480352209986 4.0554873322451576e-07 0.03432272421618183 0.059102283471877334 -0.09342500244721406 1.0730783424098302e-07 4.061015852046111e-07 2990.0620000000094
