timestamp actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 safety_status output_bit_register_65 output_bit_register_66
5570.922 3.7120742797851562 -0.8254545491984864 0.8430007139789026 -1.5882932148375453 -1.5707929770099085 2.1412839889526367 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
5570.972 3.7120819091796875 -0.8255123657039185 0.8429845015155237 -1.5882650814452113 -1.570801083241598 2.141267776489258 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
5571.022 3.7120862007141113 -0.825450138454773 0.8430169264422815 -1.588320871392721 -1.5707362333880823 2.1412839889526367 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
5571.072 3.712050199508667 -0.825491265659668 0.842992130910055 -1.5882569752135218 -1.5708335081683558 2.1412341594696045 0.0 0.0 0.0 -0.0 -0.0 0.0004203983407933265 1 False False
5571.121999999999 3.712066888809204 -0.8255532544902344 0.8430169264422815 -1.5882817707457484 -1.5707925001727503 2.141275405883789 0.0 0.0 0.0 -0.0 -0.0 4.585496479053708e-12 1 False False
5571.172 3.712054491043091 -0.8254620593837281 0.8430212179767054 -1.5883413753905238 -1.5708048979388636 2.141312837600708 0.0 0.0 0.0 -0.0 -0.0 6.965377199667514e-31 1 False False
5571.222 3.7120413780212402 -0.825450138454773 0.8429721037494105 -1.588313718835348 -1.5707648436175745 2.141287088394165 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
5571.272 3.712106943130493 -0.8254221242717286 0.8430007139789026 -1.588269372979635 -1.5708168188678187 2.141291618347168 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
5571.322 3.7119956016540527 -0.8255038422397156 0.8430007139789026 -1.5883013210692347 -1.570784870778219 2.1412503719329834 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
5571.371999999999 3.7120862007141113 -0.8254631918719788 0.8429587523089808 -1.5883013210692347 -1.5707843939410608 2.141329050064087 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
5571.422 3.7120699882507324 -0.8255199950984498 0.8429678122149866 -1.5883289776244105 -1.5708211104022425 2.141295909881592 0.0 0.0 0.0 -0.0 -0.0 0.0 1 False False
