timestamp actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 output_bit_register_65 output_bit_register_66
10020.455 3.7121026515960693 -0.8254913252643128 0.8430050055133265 -1.588280817071432 -1.570772949849264 2.141295909881592 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.475 3.712059259414673 -0.8254292768291016 0.8429563681231897 -1.5882889233031214 -1.5707886854754847 2.141270875930786 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.494999999999 3.7120158672332764 -0.8254425090602417 0.8429887930499476 -1.588269372979635 -1.5708006064044397 2.141270875930786 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.515 3.712083339691162 -0.8254218858531495 0.8429930845843714 -1.5882817707457484 -1.5708087126361292 2.141308546066284 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.535 3.712123394012451 -0.8254706424525757 0.8429845015155237 -1.5882774792113246 -1.570784870778219 2.141275405883789 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.555 3.7120697498321533 -0.8254956764033814 0.8430169264422815 -1.5882569752135218 -1.570829216633932 2.141268730163574 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.574999999999 3.712045669555664 -0.8255081933787842 0.8429606596576136 -1.5882483921446742 -1.5708172957049769 2.1412558555603027 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.595 3.712045669555664 -0.8254707616618653 0.8430007139789026 -1.5882650814452113 -1.5708172957049769 2.1412839889526367 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.615 3.712083101272583 -0.825463132267334 0.8429845015155237 -1.5883218250670375 -1.5708168188678187 2.141267776489258 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.635 3.712066888809204 -0.8254824441722413 0.8429845015155237 -1.5882817707457484 -1.5708168188678187 2.1413002014160156 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.654999999999 3.7121100425720215 -0.8254305285266419 0.8429845015155237 -1.5882932148375453 -1.570784870778219 2.141295909881592 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.675 3.712062358856201 -0.8254349392703553 0.8430007139789026 -1.5882488689818324 -1.5708406607257288 2.1413214206695557 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.695 3.712062358856201 -0.8254337471774598 0.8429606596576136 -1.5883170566954554 -1.570756737385885 2.1412546634674072 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.715 3.7121026515960693 -0.8254794043353577 0.8430007139789026 -1.5882817707457484 -1.5708254019366663 2.1412503719329834 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.734999999999 3.712116003036499 -0.8255125445178528 0.8429964224444788 -1.5882374248900355 -1.5708335081683558 2.141267776489258 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.755 3.712045669555664 -0.8254956764033814 0.8429973761187952 -1.5882817707457484 -1.57074481645693 2.141291618347168 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.775 3.712038278579712 -0.8254425686648865 0.8429520765887659 -1.5883289776244105 -1.570756737385885 2.141291618347168 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.795 3.7120697498321533 -0.8255125445178528 0.8429763952838343 -1.5883375606932582 -1.5707648436175745 2.14125919342041 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.814999999999 3.7120654582977295 -0.825463132267334 0.8429716269122522 -1.5882607899107875 -1.5707767645465296 2.141239643096924 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.835 3.7120697498321533 -0.8254707020572205 0.8429721037494105 -1.5882774792113246 -1.5708087126361292 2.1412720680236816 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.855 3.712095260620117 -0.8254630726626893 0.8429678122149866 -1.5883289776244105 -1.5708006064044397 2.141239643096924 -7.840824831550976e-21 0.0 0.0 -0.0 0.0 0.0 False False
10020.875 3.712062358856201 -0.8254293364337464 0.8429802099810999 -1.5882331333556117 -1.5707686583148401 2.141317129135132 -6.128438703878155e-41 0.0 0.0 -0.0 0.0 0.0 False False
10020.895 3.712045669555664 -0.8254880470088501 0.8430169264422815 -1.5883094273009242 -1.5707967917071741 2.1412925720214844 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.914999999999 3.7120862007141113 -0.8254707020572205 0.8430092970477503 -1.588269372979635 -1.5708487669574183 2.1412839889526367 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.935 3.712095260620117 -0.825491265659668 0.8429845015155237 -1.5883094273009242 -1.570813004170553 2.141308546066284 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.955 3.7120561599731445 -0.8254500192454834 0.8430169264422815 -1.5882612667479457 -1.5708373228656214 2.1413002014160156 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.975 3.7120368480682373 -0.8255201739123841 0.8429802099810999 -1.5882774792113246 -1.5708048979388636 2.1412384510040283 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10020.994999999999 3.7120654582977295 -0.8254544895938416 0.8429802099810999 -1.5882607899107875 -1.5708091894732874 2.141263484954834 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.015 3.7120907306671143 -0.825528697376587 0.8430288473712366 -1.5882774792113246 -1.5707929770099085 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.035 3.7120697498321533 -0.8255125445178528 0.8430212179767054 -1.5882569752135218 -1.570784870778219 2.141267776489258 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.055 3.7121191024780273 -0.8254587811282654 0.842992130910055 -1.5882488689818324 -1.5707686583148401 2.14125919342041 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.074999999999 3.7120578289031982 -0.8254847687533875 0.842992130910055 -1.5882607899107875 -1.570784870778219 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.095 3.712045669555664 -0.8254544895938416 0.8429563681231897 -1.5883094273009242 -1.570784870778219 2.1412839889526367 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.115 3.7120652198791504 -0.8255211871913453 0.8429802099810999 -1.5882774792113246 -1.5708211104022425 2.1412720680236816 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.135 3.712036609649658 -0.825463132267334 0.8429759184466761 -1.5883251629271449 -1.5707805792437952 2.1412882804870605 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.154999999999 3.712078809738159 -0.8254956167987366 0.8430135885821741 -1.5882374248900355 -1.5708087126361292 2.141251564025879 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.175 3.7120578289031982 -0.8254707616618653 0.8429763952838343 -1.5882932148375453 -1.5708048979388636 2.1413044929504395 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.195 3.712062358856201 -0.8254794043353577 0.8429887930499476 -1.588269372979635 -1.5707605520831507 2.141336441040039 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.215 3.7121236324310303 -0.8254674238017579 0.8430169264422815 -1.5882932148375453 -1.570784870778219 2.1412622928619385 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.234999999999 3.712078809738159 -0.8254999679378052 0.8429678122149866 -1.588268896142477 -1.5708406607257288 2.141295909881592 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.255 3.712029218673706 -0.8254913252643128 0.8429930845843714 -1.5883094273009242 -1.570784870778219 2.14125919342041 0.0 0.0 0.0 -0.0 0.0 0.0 False False
10021.275 3.7120816707611084 -0.8254750531962891 0.8429930845843714 -1.5882889233031214 -1.5707925001727503 2.141275405883789 0.0 0.0 0.0 -0.0 0.0 0.0 False False
