20962.314 1.268355914385566e-05 2.3689064262644166e-05 4.9030256225712776e-05 1.2840436890204643e-05 2.049205987297853e-05 6.560175643599564e-06
20962.364 3.623653138884464e-06 2.8882232429250365e-05 2.85262584229784e-05 3.150541882268598e-05 1.6677362607131485e-05 2.022893204056686e-06
20962.414 8.153606141370062e-06 1.5046390770212525e-05 2.85262584229784e-05 3.532011608831098e-05 4.957912652314711e-05 9.898035751021439e-06
20962.464 2.0218204771715875e-05 3.4830896837867442e-06 2.4234723999150276e-05 7.663560912529732e-06 4.648992280031905e-07 5.1621287093794876e-05
20962.514 2.7847599302965875e-05 1.1112484215036744e-05 2.4402666137568474e-05 2.0946668579657768e-05 2.478359429658461e-05 2.5864751114212936e-05
20962.564 6.217987469314679e-05 2.1193233253224975e-05 2.08968638917284e-05 2.3399187133232857e-05 4.648992280031905e-07 5.36075331192265e-06
20962.614 3.7955928529065375e-05 3.406783652470935e-05 4.9030256225712776e-05 1.3963450933296429e-06 2.385379584013414e-05 1.5143244491255814e-05
20962.664 1.5688251768786188e-05 2.5365558387502318e-05 1.994318957532215e-05 4.724104504338911e-05 1.9562261416306015e-05 1.8235356582962936e-05
20962.714 1.5688251768786188e-05 1.7621190564476308e-06 3.329463000500965e-05 3.150541882268598e-05 3.82663519560289e-06 0.00011455646253999419
20962.764 2.1743465150159125e-05 8.084447400413808e-07 5.71364879151659e-05 2.3399187133232857e-05 4.75643365205336e-06 7.354846693452544e-05
20962.814 1.11582987658565e-05 6.820949791208619e-06 1.0883283569462776e-05 5.105574230901411e-05 3.529788763700914e-05 5.0660283340775436e-05
20962.864 2.4748157774645563e-05 1.540401863886487e-05 3.730726196415901e-06 2.7690721556838938e-05 1.238582818330336e-05 3.970035813916084e-05
20962.914 1.2827228819567438e-05 7.649877953364026e-05 3.61556529542284e-05 1.5292955443779732e-05 3.349798037399765e-06 1.8235356582962936e-05
20962.964 0.0019210726101128728 0.0012172577470638268 0.0019825634600381115 0.00048637219433866896 2.9075129052147375e-05 0.001992673683384627
20963.014 0.0058099867266867555 0.004421659108491904 0.006484613285670404 0.001768225418250946 7.641329922147833e-06 0.0057099264229094615
20963.064 0.010207503551022512 0.008476412288092483 0.011740859867910403 0.0033381947107522514 4.051922870784708e-05 0.010245249185720784
20963.114 0.014939114914429119 0.012203734046261183 0.0169955691751823 0.0047299220441401335 1.5747545610178548e-05 0.014791609312716059
20963.164 0.018817846895684998 0.015457566229295505 0.02141118263554531 0.005926750784229329 1.90853897106269e-05 0.018724939147891195
20963.214 0.021805920330404405 0.01782692204395675 0.024914887200925717 0.006925022035477735 2.4783651191295775e-05 0.021591419106298915
20963.264 0.023137600590427354 0.01912868297747905 0.026582321489228122 0.007483814314967807 2.9075214732054988e-05 0.02327762779218112
20963.314 0.02342983651725472 0.01929040178294561 0.026775420872982902 0.00752127441291317 7.164373209578301e-06 0.023323338906651614
20963.364 0.021947041735256523 0.0179811566312007 0.02519805965661248 0.007043647838124167 3.718152553089382e-05 0.021897287744611305
20963.414 0.01938049769948469 0.016033405628972708 0.02206353254813509 0.006237864408739302 4.651141110034729e-07 0.019308093941663884
20963.464 0.015615721373622549 0.012734120244771496 0.017911633298834495 0.005031496737240904 2.7668222112309238e-05 0.01546940785384443
20963.514 0.011214155951755789 0.00936606178593502 0.012798215642736865 0.0036478778646440446 1.1455696811157878e-05 0.011230443900236864
20963.564 0.006497085930117219 0.005331498251957001 0.0075485054567883125 0.0018985540997609185 5.19867881954017e-05 0.006587522053787431
20963.614 0.0021053631834710984 0.001728170714791366 0.002342985858046376 0.0007702782637404315 1.9084952857406634e-05 0.0021021008024528776
20963.664 0.0016343903654867376 0.0013531061512916942 0.0018576292591896415 0.0005141353710584884 1.908487794999303e-05 0.00166364037487865
20963.714 0.006091737577943235 0.004955297036779216 0.006845574457241099 0.001915089198830433 4.6552298393898184e-07 0.005901165660766594
20963.764 0.011365626047979305 0.009435460277243735 0.01294011775063475 0.0036728485621544404 2.0492762621282523e-05 0.011569636882645007
20963.814 0.017107489784971897 0.014042135402554612 0.01943369607775791 0.005640844222785102 3.718214266901221e-05 0.01697294624076484
20963.864 0.02238519295227359 0.018446243116285732 0.025661753775448215 0.007178781656177247 1.1932005633541465e-05 0.022542712170896095
