25254.891 5.05416461304975e-06 6.9401590807594005e-06 1.2790632202275276e-05 2.7690721557060982e-05 3.82663519560289e-06 1.871952317777925e-05 False False False False False False
25254.941 5.440681048707319e-05 4.622718405888904e-05 3.1864118530400276e-05 3.579695324651411e-05 1.145602972685289e-05 1.1328547225630814e-05 False False False False False False
25254.990999999998 2.9039692198473688e-05 9.27230429814685e-06 1.5651655151494026e-05 1.2840436890204643e-05 4.862545220674086e-05 1.1082799209916061e-05 False False False False False False
25255.040999999997 1.7213512147229437e-05 1.9635948417917604e-05 3.730726196415901e-06 7.663560912529732e-06 4.3404119326462265e-05 8.117786146577544e-05 False False False False False False
25255.091 5.197834288317438e-06 1.3683048011525756e-05 8.397106920909891e-08 3.620545764215777e-05 1.5747564150681015e-05 1.1082799209916061e-05 False False False False False False
25255.141 8.29727581663775e-06 1.9409329907738027e-06 4.5215558960087776e-05 3.150541882268598e-05 6.102321832002211e-05 3.4216730819380814e-05 False False False False False False
25255.191 8.153606141370062e-06 2.6486246569312755e-06 3.730726196415901e-06 2.895189330498482e-06 1.145602972685289e-05 2.229580186430269e-05 False False False False False False
25255.240999999998 2.0074535096448187e-05 1.9635948417917604e-05 6.159596447741222e-05 6.481568713434527e-05 6.102321832002211e-05 2.022893204056686e-06 False False False False False False
25255.290999999997 1.11582987658565e-05 6.351676704152709e-06 5.608082274122239e-07 2.2922349975029732e-05 6.102321832002211e-05 4.7806589828169876e-05 False False False False False False
25255.341 3.6236531384403747e-06 3.4544673682912475e-05 1.70821666261034e-05 6.709886596123482e-06 4.099605767549086e-05 6.04354450839395e-05 False False False False False False
25255.391 8.29727581663775e-06 2.6486246569312755e-06 6.159596447741222e-05 4.734205200751518e-06 4.3404119326462265e-05 1.3943822159134811e-05 False False False False False False
25255.441 2.4604488099377875e-05 7.059368370310182e-06 3.1864118530400276e-05 6.709886596123482e-06 3.5774724795212265e-05 7.037012801802689e-06 False False False False False False
25255.490999999998 0.0018969468023128933 0.0008734676637343064 0.0013522476335275924 0.000476948443855596 2.0039145482986243e-05 0.0008970555255345403 False False False False False False
25255.540999999997 0.006259308497536864 0.0029806123575566446 0.0048084945468739315 0.0016031292766882643 2.4330993336985074e-05 0.002789765630102359 False False False False False False
25255.591 0.012130613150531211 0.006104670685365909 0.00944936775728722 0.0033048377281921226 1.1457196581243778e-05 0.005306605080646953 False False False False False False
25255.641 0.01878522802809135 0.009588880188091897 0.014582692467355662 0.0049239121224133875 4.622475866522535e-07 0.008307281719888149 False False False False False False
25255.691 0.025361587248212025 0.013076961674322596 0.019730946010102945 0.006804859670955565 2.048709892998879e-05 0.011197085195543632 False False False False False False
25255.740999999998 0.03184005284103053 0.01629829188882803 0.024703672779312402 0.008424470198438172 3.288162149606144e-05 0.013981814190999309 False False False False False False
