timestamp actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 safety_status output_bit_register_65 output_bit_register_66
4622.331999999999 3.712071418762207 -0.8254707616618653 0.8429845015155237 -1.5882851086058558 -1.5708769003497522 2.14127516746521 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.382 3.7120771408081055 -0.8255155843547364 0.8429520765887659 -1.5882650814452113 -1.570784870778219 2.14127516746521 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.432 3.7120354175567627 -0.8254907888225098 0.8429802099810999 -1.588320871392721 -1.5707810560809534 2.141267776489258 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.482 3.7120862007141113 -0.8255070012858887 0.8429563681231897 -1.5882774792113246 -1.5707810560809534 2.14127516746521 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.532 3.7120862007141113 -0.8254993718913575 0.8429477850543421 -1.5882731876769007 -1.5708168188678187 2.141270637512207 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.581999999999 3.712083339691162 -0.8254222434810181 0.8430007139789026 -1.5882731876769007 -1.570732895527975 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.632 3.7120771408081055 -0.8254825633815308 0.8429845015155237 -1.5882932148375453 -1.5707767645465296 2.1413049697875977 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.682 3.712066888809204 -0.8254620593837281 0.8429635206805628 -1.5883094273009242 -1.5708006064044397 2.141254186630249 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.732 3.71209979057312 -0.8255112928203125 0.8429353872882288 -1.5883413753905238 -1.570772949849264 2.141263246536255 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.782 3.7120862007141113 -0.8254869741252442 0.8429477850543421 -1.5882932148375453 -1.5707810560809534 2.141282558441162 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.831999999999 3.7120323181152344 -0.8254823249629517 0.8430212179767054 -1.5882569752135218 -1.5708401838885706 2.1412885189056396 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.882 3.7121145725250244 -0.8254993718913575 0.8430007139789026 -1.5882846317686976 -1.5708048979388636 2.141313076019287 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.932 3.7120697498321533 -0.8254750531962891 0.8429716269122522 -1.5882932148375453 -1.5708211104022425 2.141254186630249 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4622.982 3.7120981216430664 -0.8255275052836915 0.8429973761187952 -1.5882650814452113 -1.5707686583148401 2.141267776489258 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.032 3.712033748626709 -0.8255080145648499 0.8429396788226526 -1.5882412395873011 -1.570723835621969 2.141263246536255 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.081999999999 3.712050199508667 -0.8255394262126465 0.8429520765887659 -1.5883294544615687 -1.570784870778219 2.141263246536255 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.132 3.7121188640594482 -0.825491265659668 0.8429353872882288 -1.5883175335326136 -1.570801083241598 2.141291618347168 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.182 3.712062358856201 -0.8255070608905335 0.8429930845843714 -1.5883094273009242 -1.5708254019366663 2.141284227371216 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.232 3.7120325565338135 -0.8254416149905701 0.8429802099810999 -1.588280817071432 -1.5707686583148401 2.141242504119873 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.282 3.712062358856201 -0.8255155843547364 0.8429396788226526 -1.588297029534811 -1.5707605520831507 2.141338348388672 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.331999999999 3.7120742797851562 -0.825478271847107 0.8429563681231897 -1.5883251629271449 -1.5707767645465296 2.141247034072876 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.382 3.712099552154541 -0.8254869741252442 0.8429964224444788 -1.5882731876769007 -1.5707648436175745 2.141296148300171 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.432 3.712095022201538 -0.8254865568927308 0.8429477850543421 -1.588313718835348 -1.5708048979388636 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.482 3.712029457092285 -0.8254869741252442 0.8429887930499476 -1.588297029534811 -1.570801083241598 2.141279697418213 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.532 3.7120862007141113 -0.8255070012858887 0.8429964224444788 -1.588280817071432 -1.570801083241598 2.1413004398345947 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.581999999999 3.7120742797851562 -0.8254825633815308 0.8430007139789026 -1.5883094273009242 -1.5707772413836878 2.1412723064422607 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.632 3.712083101272583 -0.8255199950984498 0.8430216948138636 -1.5882774792113246 -1.5707724730121058 2.141254186630249 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.682 3.712062358856201 -0.8254708212665101 0.8429473082171839 -1.5882932148375453 -1.5708335081683558 2.1412513256073 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.732 3.712095022201538 -0.8255028289607544 0.8429845015155237 -1.588313718835348 -1.5707891623126429 2.141291618347168 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.782 3.712111234664917 -0.8255598110011597 0.8429845015155237 -1.5883013210692347 -1.5708487669574183 2.141254186630249 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.831999999999 3.7120537757873535 -0.8254826229861756 0.8429754416095179 -1.5883175335326136 -1.5708044211017054 2.141308546066284 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.882 3.7120416164398193 -0.8255565923503418 0.8430054823504847 -1.588280817071432 -1.5708168188678187 2.1413004398345947 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.932 3.7120327949523926 -0.825438455944397 0.8429563681231897 -1.5882650814452113 -1.5707643667804163 2.141254186630249 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4623.982 3.712110996246338 -0.8254950803569336 0.8429678122149866 -1.5883056126036585 -1.5707967917071741 2.141263246536255 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4624.032 3.7120537757873535 -0.8254620593837281 0.8430145422564905 -1.5883456669249476 -1.5707967917071741 2.141237735748291 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4624.081999999999 3.7120862007141113 -0.8255317372134705 0.8429763952838343 -1.5882889233031214 -1.5708211104022425 2.141313076019287 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4624.132 3.712090492248535 -0.8254993718913575 0.8429606596576136 -1.5883251629271449 -1.5707648436175745 2.141242504119873 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
4624.182 3.7120699882507324 -0.8255112928203125 0.8429606596576136 -1.5883451900877894 -1.5707605520831507 2.141313076019287 0.0 0.0 0.0 -0.0 0.0 -0.0 1 False False
